locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEIMHKMB_00801	CDS	906				hypothetical protein
MEIMHKMB_00802	CDS	441				hypothetical protein
MEIMHKMB_00803	CDS	480				hypothetical protein
MEIMHKMB_00804	CDS	216				hypothetical protein
MEIMHKMB_00805	CDS	252				hypothetical protein
MEIMHKMB_00806	CDS	618	lexA_2	3.4.21.88	COG1974	LexA repressor
MEIMHKMB_00807	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
MEIMHKMB_00808	CDS	2334				hypothetical protein
MEIMHKMB_00809	CDS	519				hypothetical protein
MEIMHKMB_00810	CDS	810	actIII	1.3.1.-		Putative ketoacyl reductase
MEIMHKMB_00811	CDS	951	rnz	3.1.26.11	COG1234	Ribonuclease Z
MEIMHKMB_00812	CDS	1848	oatA	2.3.1.-		O-acetyltransferase OatA
MEIMHKMB_00813	CDS	564	obg	3.6.5.-	COG0536	GTPase Obg
MEIMHKMB_00814	CDS	381				hypothetical protein
MEIMHKMB_00815	CDS	195				hypothetical protein
MEIMHKMB_00816	CDS	189				hypothetical protein
MEIMHKMB_00817	CDS	615				hypothetical protein
MEIMHKMB_00818	CDS	294	yidD			Putative membrane protein insertion efficiency factor
MEIMHKMB_00819	CDS	219				hypothetical protein
MEIMHKMB_00820	CDS	393				hypothetical protein
MEIMHKMB_00821	CDS	525				hypothetical protein
MEIMHKMB_00822	CDS	444	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MEIMHKMB_00823	CDS	207				hypothetical protein
MEIMHKMB_00824	CDS	1590				hypothetical protein
MEIMHKMB_00825	CDS	579	cna_1			Collagen adhesin
MEIMHKMB_00826	CDS	471	cna_2			Collagen adhesin
MEIMHKMB_00827	CDS	357	cna_3			Collagen adhesin
MEIMHKMB_00828	CDS	879	cna_4			Collagen adhesin
MEIMHKMB_00829	CDS	1641				hypothetical protein
MEIMHKMB_00830	CDS	1029	comFA_1	3.6.4.12	COG4098	ComF operon protein 1
MEIMHKMB_00831	CDS	288	comFA_2	3.6.4.12	COG4098	ComF operon protein 1
MEIMHKMB_00832	CDS	765				hypothetical protein
MEIMHKMB_00833	CDS	561	hpf			Ribosome hibernation promotion factor
MEIMHKMB_00834	CDS	2388	secA_1		COG0653	Protein translocase subunit SecA
MEIMHKMB_00835	CDS	216				hypothetical protein
MEIMHKMB_00836	CDS	588				hypothetical protein
MEIMHKMB_00837	CDS	198				hypothetical protein
MEIMHKMB_00838	CDS	744	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
MEIMHKMB_00839	CDS	2331				hypothetical protein
MEIMHKMB_00840	CDS	750				hypothetical protein
MEIMHKMB_00841	CDS	570				hypothetical protein
MEIMHKMB_00842	CDS	702				hypothetical protein
MEIMHKMB_00843	CDS	534				hypothetical protein
MEIMHKMB_00844	CDS	300				hypothetical protein
MEIMHKMB_00845	CDS	363				hypothetical protein
MEIMHKMB_00846	CDS	996	prfB			Peptide chain release factor 2
MEIMHKMB_00847	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
MEIMHKMB_00848	CDS	891	ftsX		COG2177	Cell division protein FtsX
MEIMHKMB_00849	CDS	1257				hypothetical protein
MEIMHKMB_00850	CDS	831				hypothetical protein
MEIMHKMB_00851	CDS	642	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MEIMHKMB_00852	CDS	117				hypothetical protein
MEIMHKMB_00853	CDS	408				hypothetical protein
MEIMHKMB_00854	CDS	801				hypothetical protein
MEIMHKMB_00855	CDS	288				hypothetical protein
MEIMHKMB_00856	CDS	315				hypothetical protein
MEIMHKMB_00857	CDS	177				hypothetical protein
MEIMHKMB_00858	CDS	612				hypothetical protein
MEIMHKMB_00859	CDS	2007	tkt	2.2.1.1		Transketolase
MEIMHKMB_00860	CDS	291				hypothetical protein
MEIMHKMB_00861	CDS	1629	secA_2		COG0653	Protein translocase subunit SecA
MEIMHKMB_00862	CDS	216				hypothetical protein
MEIMHKMB_00863	CDS	588				hypothetical protein
MEIMHKMB_00864	CDS	198				hypothetical protein
MEIMHKMB_00865	CDS	744	ecsA_2		COG1131	ABC-type transporter ATP-binding protein EcsA
MEIMHKMB_00866	CDS	1221				hypothetical protein
MEIMHKMB_00867	CDS	888				hypothetical protein
MEIMHKMB_00868	CDS	750				hypothetical protein
MEIMHKMB_00869	CDS	570				hypothetical protein
MEIMHKMB_00870	CDS	2802				hypothetical protein
MEIMHKMB_00871	CDS	252				hypothetical protein
MEIMHKMB_00872	CDS	579				hypothetical protein
MEIMHKMB_00873	CDS	912	spaP			Cell surface antigen I/II
MEIMHKMB_00874	CDS	198				hypothetical protein
MEIMHKMB_00875	CDS	402				hypothetical protein
MEIMHKMB_00876	CDS	210				hypothetical protein
MEIMHKMB_00877	CDS	324				hypothetical protein
MEIMHKMB_00878	CDS	1935				hypothetical protein
MEIMHKMB_00879	CDS	693				hypothetical protein
MEIMHKMB_00880	CDS	210				hypothetical protein
MEIMHKMB_00881	CDS	240				hypothetical protein
MEIMHKMB_00882	CDS	279				hypothetical protein
MEIMHKMB_00883	CDS	258				hypothetical protein
MEIMHKMB_00884	CDS	342				hypothetical protein
MEIMHKMB_00885	CDS	333	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
MEIMHKMB_00886	CDS	372	glmU_1		COG1207	Bifunctional protein GlmU
MEIMHKMB_00887	CDS	168	glmU_2			Bifunctional protein GlmU
MEIMHKMB_00888	CDS	126				hypothetical protein
MEIMHKMB_00889	CDS	456	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MEIMHKMB_00890	CDS	360	pth_1	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
MEIMHKMB_00891	CDS	189				hypothetical protein
MEIMHKMB_00892	CDS	198				hypothetical protein
MEIMHKMB_00893	CDS	258	speA	4.1.1.19	COG1982	Arginine decarboxylase
MEIMHKMB_00894	CDS	309				hypothetical protein
MEIMHKMB_00895	CDS	222				hypothetical protein
MEIMHKMB_00896	CDS	201				hypothetical protein
MEIMHKMB_00897	CDS	609	nrdB_1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
MEIMHKMB_00898	CDS	342	nrdB_2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
MEIMHKMB_00899	CDS	546				hypothetical protein
MEIMHKMB_00900	CDS	654	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
MEIMHKMB_00901	CDS	156				hypothetical protein
MEIMHKMB_00902	CDS	750	gatC_3		COG3775	PTS system galactitol-specific EIIC component
MEIMHKMB_00903	CDS	285				hypothetical protein
MEIMHKMB_00904	CDS	303				hypothetical protein
MEIMHKMB_00905	CDS	105				hypothetical protein
MEIMHKMB_00906	CDS	456	tpiA_2			Triosephosphate isomerase
MEIMHKMB_00907	CDS	279				hypothetical protein
MEIMHKMB_00908	CDS	432	ydjI		COG0191	putative protein YdjI
MEIMHKMB_00909	CDS	285				hypothetical protein
MEIMHKMB_00910	CDS	354				hypothetical protein
MEIMHKMB_00911	CDS	399	deoR_1		COG2390	Deoxyribonucleoside regulator
MEIMHKMB_00912	CDS	531	deoR_2		COG2390	Deoxyribonucleoside regulator
MEIMHKMB_00913	CDS	582				hypothetical protein
MEIMHKMB_00914	CDS	501				hypothetical protein
MEIMHKMB_00915	CDS	165				hypothetical protein
MEIMHKMB_00916	CDS	744				hypothetical protein
MEIMHKMB_00917	CDS	366				hypothetical protein
MEIMHKMB_00918	CDS	1548				hypothetical protein
MEIMHKMB_00919	CDS	123				hypothetical protein
MEIMHKMB_00920	CDS	552				hypothetical protein
MEIMHKMB_00921	CDS	879				hypothetical protein
MEIMHKMB_00922	CDS	780	rhaD_1	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
MEIMHKMB_00923	CDS	1263	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
MEIMHKMB_00924	CDS	453	rhaB_1	2.7.1.5	COG1070	L-Rhamnulokinase
MEIMHKMB_00925	CDS	1794			COG1132	putative ABC transporter ATP-binding protein
MEIMHKMB_00926	CDS	1992				hypothetical protein
MEIMHKMB_00927	CDS	2046	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
MEIMHKMB_00928	CDS	894	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
MEIMHKMB_00929	CDS	1140	sigA		COG0568	RNA polymerase sigma factor SigA
MEIMHKMB_00930	CDS	1899	dnaG	2.7.7.-		DNA primase
MEIMHKMB_00931	CDS	1251				hypothetical protein
MEIMHKMB_00932	CDS	588	engB		COG0218	putative GTP-binding protein EngB
MEIMHKMB_00933	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MEIMHKMB_00934	CDS	1281	tig	5.2.1.8	COG0544	Trigger factor
MEIMHKMB_00935	CDS	1122	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
MEIMHKMB_00936	CDS	582	resA_2			Thiol-disulfide oxidoreductase ResA
MEIMHKMB_00937	CDS	678	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
MEIMHKMB_00938	CDS	642	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
MEIMHKMB_00939	CDS	1614	ponA		COG0744	Penicillin-binding protein 1A
MEIMHKMB_00940	CDS	936				hypothetical protein
MEIMHKMB_00941	CDS	1464				hypothetical protein
MEIMHKMB_00942	CDS	1281	yhaP		COG1668	putative protein YhaP
MEIMHKMB_00943	CDS	909	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MEIMHKMB_00944	CDS	2424				hypothetical protein
MEIMHKMB_00945	CDS	663	comEA		COG1555	ComE operon protein 1
MEIMHKMB_00946	CDS	1758	pyk	2.7.1.40		Pyruvate kinase
MEIMHKMB_00947	CDS	966	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
MEIMHKMB_00948	CDS	3351	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MEIMHKMB_00949	CDS	213				hypothetical protein
MEIMHKMB_00950	CDS	660				hypothetical protein
MEIMHKMB_00951	CDS	687				hypothetical protein
MEIMHKMB_00952	CDS	1011	ccpA_1		COG1609	Catabolite control protein A
MEIMHKMB_00953	CDS	927	cshB_1	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
MEIMHKMB_00954	CDS	417	cshB_2	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
MEIMHKMB_00955	CDS	1335	nox_1	1.6.99.3	COG0446	NADH oxidase
MEIMHKMB_00956	CDS	1467	spoIIIE		COG1674	DNA translocase SpoIIIE
MEIMHKMB_00957	CDS	975				hypothetical protein
MEIMHKMB_00958	CDS	177				hypothetical protein
MEIMHKMB_00959	CDS	759	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
MEIMHKMB_00960	CDS	762				hypothetical protein
MEIMHKMB_00961	CDS	249				hypothetical protein
MEIMHKMB_00962	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
MEIMHKMB_00963	CDS	540				hypothetical protein
MEIMHKMB_00964	CDS	1755	yheH_2	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
MEIMHKMB_00965	CDS	1746	yheI_4	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
MEIMHKMB_00966	CDS	1041				hypothetical protein
MEIMHKMB_00967	CDS	495	gmuE_1	2.7.1.4	COG1940	Putative fructokinase
MEIMHKMB_00968	CDS	363	gmuE_2	2.7.1.4	COG1940	Putative fructokinase
MEIMHKMB_00969	CDS	1293	cshC	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshC
MEIMHKMB_00970	CDS	1071	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
MEIMHKMB_00971	CDS	1062	yeeO		COG0534	putative FMN/FAD exporter YeeO
MEIMHKMB_00972	CDS	237				hypothetical protein
MEIMHKMB_00973	CDS	1704				hypothetical protein
MEIMHKMB_00974	CDS	231	adaB	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, inducible
MEIMHKMB_00975	CDS	210				hypothetical protein
MEIMHKMB_00976	CDS	1692	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
MEIMHKMB_00977	CDS	1446	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
MEIMHKMB_00978	CDS	354				hypothetical protein
MEIMHKMB_00979	CDS	1035	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MEIMHKMB_00980	CDS	1029	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MEIMHKMB_00981	CDS	588	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MEIMHKMB_00982	CDS	438	msrB_1	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
MEIMHKMB_00983	CDS	1983	mutL			DNA mismatch repair protein MutL
MEIMHKMB_00984	CDS	2583	mutS		COG0249	DNA mismatch repair protein MutS
MEIMHKMB_00985	CDS	801	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
MEIMHKMB_00986	CDS	510	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
MEIMHKMB_00987	CDS	567	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MEIMHKMB_00988	CDS	384				hypothetical protein
MEIMHKMB_00989	CDS	1272	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MEIMHKMB_00990	CDS	345				hypothetical protein
MEIMHKMB_00991	CDS	309	rplU		COG0261	50S ribosomal protein L21
MEIMHKMB_00992	CDS	1518				hypothetical protein
MEIMHKMB_00993	CDS	732	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
MEIMHKMB_00994	CDS	444				hypothetical protein
MEIMHKMB_00995	CDS	543	mreD		COG2891	Rod shape-determining protein MreD
MEIMHKMB_00996	CDS	150				hypothetical protein
MEIMHKMB_00997	CDS	690	mreC		COG1792	Cell shape-determining protein MreC
MEIMHKMB_00998	CDS	1023	mreB		COG1077	Cell shape-determining protein MreB
MEIMHKMB_00999	CDS	696				hypothetical protein
MEIMHKMB_01000	CDS	204	cspLA		COG1278	Cold shock-like protein CspLA
MEIMHKMB_01001	CDS	828	fpgS	6.3.2.17		Folylpolyglutamate synthase
MEIMHKMB_01002	CDS	501				hypothetical protein
MEIMHKMB_01003	CDS	2643	valS	6.1.1.9		Valine--tRNA ligase
MEIMHKMB_01004	CDS	633				hypothetical protein
MEIMHKMB_01005	CDS	678	sapB		COG1285	Protein SapB
MEIMHKMB_01006	CDS	447	atpC		COG0355	ATP synthase epsilon chain
MEIMHKMB_01007	CDS	834	atpD_1	7.1.2.2	COG0055	ATP synthase subunit beta
MEIMHKMB_01008	CDS	675	atpD_2	7.1.2.2	COG0055	ATP synthase subunit beta
MEIMHKMB_01009	CDS	942	atpG		COG0224	ATP synthase gamma chain
MEIMHKMB_01010	CDS	408	atpA_1	7.1.2.2	COG0056	ATP synthase subunit alpha
MEIMHKMB_01011	CDS	1116	atpA_2	7.1.2.2	COG0056	ATP synthase subunit alpha
MEIMHKMB_01012	CDS	558	atpD_3			ATP synthase subunit delta
MEIMHKMB_01013	CDS	513	atpF		COG0711	ATP synthase subunit b
MEIMHKMB_01014	CDS	216	atpE_1			ATP synthase subunit c
MEIMHKMB_01015	CDS	720	atpB		COG0356	ATP synthase subunit a
MEIMHKMB_01016	CDS	312	trxA		COG0526	Thioredoxin
MEIMHKMB_01017	CDS	2355	mutS2	3.1.-.-		Endonuclease MutS2
MEIMHKMB_01018	CDS	564				hypothetical protein
MEIMHKMB_01019	CDS	339	zapA			Cell division protein ZapA
MEIMHKMB_01020	CDS	912	yicL		COG0697	putative inner membrane transporter YicL
MEIMHKMB_01021	CDS	2592				hypothetical protein
MEIMHKMB_01022	CDS	123				hypothetical protein
MEIMHKMB_01023	CDS	1632	manR_2		COG1762	Transcriptional regulator ManR
MEIMHKMB_01024	CDS	438				hypothetical protein
MEIMHKMB_01025	CDS	264	ulaB_1	2.7.1.194		Ascorbate-specific PTS system EIIB component
MEIMHKMB_01026	CDS	3642				hypothetical protein
MEIMHKMB_01027	CDS	249				hypothetical protein
MEIMHKMB_01028	CDS	279				hypothetical protein
MEIMHKMB_01029	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
MEIMHKMB_01030	CDS	1737	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
MEIMHKMB_01031	tRNA	76				tRNA-Arg(tct)
MEIMHKMB_01032	CDS	495				hypothetical protein
MEIMHKMB_01033	CDS	378				hypothetical protein
MEIMHKMB_01034	CDS	597				hypothetical protein
MEIMHKMB_01035	CDS	435				hypothetical protein
MEIMHKMB_01036	CDS	762				hypothetical protein
MEIMHKMB_01037	CDS	624				hypothetical protein
MEIMHKMB_01038	CDS	168	hscC		COG0443	Chaperone protein HscC
MEIMHKMB_01039	CDS	108				hypothetical protein
MEIMHKMB_01040	CDS	465				hypothetical protein
MEIMHKMB_01041	CDS	168				hypothetical protein
MEIMHKMB_01042	CDS	150				hypothetical protein
MEIMHKMB_01043	CDS	351				hypothetical protein
MEIMHKMB_01044	CDS	546				hypothetical protein
MEIMHKMB_01045	CDS	522	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
MEIMHKMB_01046	CDS	342	lacG_1	3.2.1.85		6-phospho-beta-galactosidase
MEIMHKMB_01047	CDS	249				hypothetical protein
MEIMHKMB_01048	CDS	534				hypothetical protein
MEIMHKMB_01049	CDS	186				hypothetical protein
MEIMHKMB_01050	CDS	816	saeS	2.7.13.3		Histidine protein kinase SaeS
MEIMHKMB_01051	CDS	1074				hypothetical protein
MEIMHKMB_01052	CDS	1758				hypothetical protein
MEIMHKMB_01053	CDS	684		1.-.-.-	COG0778	Putative NAD(P)H nitroreductase
MEIMHKMB_01054	CDS	342				hypothetical protein
MEIMHKMB_01055	CDS	225				hypothetical protein
MEIMHKMB_01056	CDS	189				hypothetical protein
MEIMHKMB_01057	CDS	219				hypothetical protein
MEIMHKMB_01058	CDS	390				hypothetical protein
MEIMHKMB_01059	CDS	132				hypothetical protein
MEIMHKMB_01060	CDS	273	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
MEIMHKMB_01061	CDS	132				hypothetical protein
MEIMHKMB_01062	CDS	441				hypothetical protein
MEIMHKMB_01063	CDS	141	yclM	2.7.2.4	COG0527	Aspartokinase 3
MEIMHKMB_01064	CDS	855				hypothetical protein
MEIMHKMB_01065	CDS	510				hypothetical protein
MEIMHKMB_01066	CDS	345				hypothetical protein
MEIMHKMB_01067	CDS	198				hypothetical protein
MEIMHKMB_01068	CDS	243				hypothetical protein
MEIMHKMB_01069	CDS	231				hypothetical protein
MEIMHKMB_01070	CDS	228				hypothetical protein
MEIMHKMB_01071	CDS	651				hypothetical protein
MEIMHKMB_01072	CDS	633				hypothetical protein
MEIMHKMB_01073	CDS	513				hypothetical protein
MEIMHKMB_01074	CDS	441				hypothetical protein
MEIMHKMB_01075	CDS	306				hypothetical protein
MEIMHKMB_01076	CDS	1200				hypothetical protein
MEIMHKMB_01077	CDS	1089				hypothetical protein
MEIMHKMB_01078	CDS	849				hypothetical protein
MEIMHKMB_01079	CDS	837				hypothetical protein
MEIMHKMB_01080	CDS	615	bcrA_1			Bacitracin transport ATP-binding protein BcrA
MEIMHKMB_01081	CDS	936	crtB	2.5.1.32	COG1562	15-cis-phytoene synthase
MEIMHKMB_01082	CDS	1077	crtN	1.3.8.-		4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)
MEIMHKMB_01083	CDS	471				hypothetical protein
MEIMHKMB_01084	CDS	348				hypothetical protein
MEIMHKMB_01085	CDS	243				hypothetical protein
MEIMHKMB_01086	CDS	594				hypothetical protein
MEIMHKMB_01087	CDS	168				hypothetical protein
MEIMHKMB_01088	CDS	738				hypothetical protein
MEIMHKMB_01089	CDS	564				hypothetical protein
MEIMHKMB_01090	CDS	348				hypothetical protein
MEIMHKMB_01091	CDS	240				hypothetical protein
MEIMHKMB_01092	CDS	591				hypothetical protein
MEIMHKMB_01093	CDS	168				hypothetical protein
MEIMHKMB_01094	CDS	429				Stress response regulator gls24 
MEIMHKMB_01095	CDS	351				hypothetical protein
MEIMHKMB_01096	CDS	525				hypothetical protein
MEIMHKMB_01097	CDS	390				hypothetical protein
MEIMHKMB_01098	CDS	300				hypothetical protein
MEIMHKMB_01099	CDS	1278				hypothetical protein
MEIMHKMB_01100	CDS	168				hypothetical protein
MEIMHKMB_01101	CDS	366				hypothetical protein
MEIMHKMB_01102	CDS	183				hypothetical protein
MEIMHKMB_01103	CDS	660	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MEIMHKMB_01104	CDS	2253	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MEIMHKMB_01105	CDS	939				hypothetical protein
MEIMHKMB_01106	CDS	1287				hypothetical protein
MEIMHKMB_01107	CDS	96				hypothetical protein
MEIMHKMB_01108	CDS	564	efp			Elongation factor P
MEIMHKMB_01109	CDS	153				hypothetical protein
MEIMHKMB_01110	CDS	360				hypothetical protein
MEIMHKMB_01111	CDS	993	nagP_1			PTS system N-acetylglucosamine-specific EIICB component
MEIMHKMB_01112	CDS	900				hypothetical protein
MEIMHKMB_01113	CDS	1767		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
MEIMHKMB_01114	CDS	1743			COG1132	putative ABC transporter ATP-binding protein
MEIMHKMB_01115	CDS	354	rplT		COG0292	50S ribosomal protein L20
MEIMHKMB_01116	CDS	198	rpmI		COG0291	50S ribosomal protein L35
MEIMHKMB_01117	CDS	516	infC			Translation initiation factor IF-3
MEIMHKMB_01118	CDS	150				hypothetical protein
MEIMHKMB_01119	CDS	930	nrdD_1	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
MEIMHKMB_01120	CDS	288	nrdD_2	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
MEIMHKMB_01121	CDS	732				hypothetical protein
MEIMHKMB_01122	CDS	222				hypothetical protein
MEIMHKMB_01123	CDS	372				hypothetical protein
MEIMHKMB_01124	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MEIMHKMB_01125	CDS	1542				hypothetical protein
MEIMHKMB_01126	CDS	1110	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
MEIMHKMB_01127	CDS	1524	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MEIMHKMB_01128	CDS	306				hypothetical protein
MEIMHKMB_01129	CDS	1215				hypothetical protein
MEIMHKMB_01130	CDS	540				hypothetical protein
MEIMHKMB_01131	CDS	402				hypothetical protein
MEIMHKMB_01132	CDS	216				hypothetical protein
MEIMHKMB_01133	CDS	147				hypothetical protein
MEIMHKMB_01134	CDS	420				hypothetical protein
MEIMHKMB_01135	CDS	771				hypothetical protein
MEIMHKMB_01136	CDS	1575	prfC			Peptide chain release factor 3
MEIMHKMB_01137	CDS	711				hypothetical protein
MEIMHKMB_01138	CDS	327				hypothetical protein
MEIMHKMB_01139	CDS	306				hypothetical protein
MEIMHKMB_01140	CDS	327				hypothetical protein
MEIMHKMB_01141	CDS	126				hypothetical protein
MEIMHKMB_01142	CDS	192	galK_3	2.7.1.6		Galactokinase
MEIMHKMB_01143	CDS	1506	galT_4	2.7.7.12		Galactose-1-phosphate uridylyltransferase
MEIMHKMB_01144	CDS	1194	aspC_2	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
MEIMHKMB_01145	CDS	1038				hypothetical protein
MEIMHKMB_01146	CDS	1230	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MEIMHKMB_01147	CDS	693	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
MEIMHKMB_01148	CDS	1812	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
MEIMHKMB_01149	CDS	1107				hypothetical protein
MEIMHKMB_01150	CDS	1476	xylB	2.7.1.17	COG1070	Xylulose kinase
MEIMHKMB_01151	CDS	522		5.3.1.15		D-lyxose ketol-isomerase
MEIMHKMB_01152	CDS	1092	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
MEIMHKMB_01153	CDS	309	manP		COG1299	PTS system mannose-specific EIIBCA component
MEIMHKMB_01154	CDS	873	fba	4.1.2.13		Fructose-bisphosphate aldolase
MEIMHKMB_01155	CDS	252				hypothetical protein
MEIMHKMB_01156	CDS	228				hypothetical protein
MEIMHKMB_01157	CDS	1470	mtlR			Transcriptional regulator MtlR
MEIMHKMB_01158	CDS	801	rhaD_2	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
MEIMHKMB_01159	CDS	1353	gatC_4		COG3775	PTS system galactitol-specific EIIC component
MEIMHKMB_01160	CDS	279				hypothetical protein
MEIMHKMB_01161	CDS	462				hypothetical protein
MEIMHKMB_01162	CDS	723	licT		COG3711	Transcription antiterminator LicT
MEIMHKMB_01163	CDS	132				hypothetical protein
MEIMHKMB_01164	CDS	1623	nfdA	3.5.1.91		N-substituted formamide deformylase
MEIMHKMB_01165	CDS	1083	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
MEIMHKMB_01166	CDS	1179	tylCV	2.4.1.318		Demethyllactenocin mycarosyltransferase
MEIMHKMB_01167	CDS	930	ydhF_1	1.-.-.-	COG4989	Oxidoreductase YdhF
MEIMHKMB_01168	CDS	1803	bga	3.2.1.23		Beta-galactosidase
MEIMHKMB_01169	CDS	1365	celB_1		COG1455	PTS system cellobiose-specific EIIC component
MEIMHKMB_01170	CDS	318	lacF_1			PTS system lactose-specific EIIA component
MEIMHKMB_01171	CDS	318	ptcB_1	2.7.1.205	COG1440	PTS system cellobiose-specific EIIB component
MEIMHKMB_01172	CDS	243				hypothetical protein
MEIMHKMB_01173	CDS	969	glcK_1	2.7.1.2	COG1940	Glucokinase
MEIMHKMB_01174	CDS	900				hypothetical protein
MEIMHKMB_01175	CDS	843	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
MEIMHKMB_01176	CDS	822				hypothetical protein
MEIMHKMB_01177	CDS	1224				hypothetical protein
MEIMHKMB_01178	CDS	441				hypothetical protein
MEIMHKMB_01179	CDS	402				hypothetical protein
MEIMHKMB_01180	CDS	180				hypothetical protein
MEIMHKMB_01181	CDS	99				hypothetical protein
MEIMHKMB_01182	CDS	2340	agaA_2	3.2.1.22		Alpha-galactosidase AgaA
MEIMHKMB_01183	CDS	828	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
MEIMHKMB_01184	CDS	897	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
MEIMHKMB_01185	CDS	1263				hypothetical protein
MEIMHKMB_01186	CDS	834	araC_1			Arabinose operon regulatory protein
MEIMHKMB_01187	CDS	1245				hypothetical protein
MEIMHKMB_01188	CDS	594				hypothetical protein
MEIMHKMB_01189	CDS	486				hypothetical protein
MEIMHKMB_01190	CDS	882	steT		COG0531	Serine/threonine exchanger SteT
MEIMHKMB_01191	CDS	1554	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
MEIMHKMB_01192	CDS	1365	gph_1	3.1.3.18		Phosphoglycolate phosphatase
MEIMHKMB_01193	CDS	138				hypothetical protein
