locus_tag	ftype	length_bp	gene	EC_number	COG	product
KIPHENGE_00759	CDS	675	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
KIPHENGE_00760	CDS	768	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
KIPHENGE_00761	CDS	960	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
KIPHENGE_00762	CDS	837	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
KIPHENGE_00763	CDS	228				hypothetical protein
KIPHENGE_00764	CDS	483				hypothetical protein
KIPHENGE_00765	CDS	519				hypothetical protein
KIPHENGE_00766	CDS	1983	uvrB			UvrABC system protein B
KIPHENGE_00767	CDS	258	rpsT		COG0268	30S ribosomal protein S20
KIPHENGE_00768	CDS	1023	yqeN		COG1466	putative protein YqeN
KIPHENGE_00769	CDS	732		2.4.2.-	COG2071	Putative glutamine amidotransferase
KIPHENGE_00770	CDS	339				Glycine cleavage system H-like protein
KIPHENGE_00771	CDS	1197	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
KIPHENGE_00772	CDS	696	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
KIPHENGE_00773	CDS	276	hup		COG0776	DNA-binding protein HU
KIPHENGE_00774	CDS	1314	der		COG1160	GTPase Der
KIPHENGE_00775	CDS	1254	ypfD		COG0539	30S ribosomal protein S1 
KIPHENGE_00776	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
KIPHENGE_00777	CDS	678				hypothetical protein
KIPHENGE_00778	CDS	213				hypothetical protein
KIPHENGE_00779	CDS	588	fmnP		COG3601	Riboflavin transporter FmnP
KIPHENGE_00780	CDS	876	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
KIPHENGE_00781	CDS	639	scpB			Segregation and condensation protein B
KIPHENGE_00782	CDS	810	scpA		COG1354	Segregation and condensation protein A
KIPHENGE_00783	CDS	411				hypothetical protein
KIPHENGE_00784	CDS	801	punA	2.4.2.1		Purine nucleoside phosphorylase 1
KIPHENGE_00785	CDS	1170	deoB	5.4.2.7		Phosphopentomutase
KIPHENGE_00786	CDS	903	xerD			Tyrosine recombinase XerD
KIPHENGE_00787	CDS	915				hypothetical protein
KIPHENGE_00788	CDS	1563	rny	3.1.-.-	COG1418	Ribonuclease Y
KIPHENGE_00789	CDS	987	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
KIPHENGE_00790	tmRNA	361	ssrA			transfer-messenger RNA, SsrA
KIPHENGE_00791	CDS	1158	rlmL_1	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
KIPHENGE_00792	CDS	363	gpsB_1		COG3599	Cell cycle protein GpsB
KIPHENGE_00793	CDS	423	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
KIPHENGE_00794	CDS	978				hypothetical protein
KIPHENGE_00795	CDS	402				hypothetical protein
KIPHENGE_00796	CDS	273				hypothetical protein
KIPHENGE_00797	CDS	1356	mepA			Multidrug export protein MepA
KIPHENGE_00798	CDS	987				hypothetical protein
KIPHENGE_00799	CDS	4488	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
KIPHENGE_00800	CDS	918	manZ		COG3716	PTS system mannose-specific EIID component
KIPHENGE_00801	CDS	816	sorA		COG3715	PTS system sorbose-specific EIIC component
KIPHENGE_00802	CDS	990	manX	2.7.1.191		PTS system mannose-specific EIIAB component
KIPHENGE_00803	CDS	3936	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
KIPHENGE_00804	CDS	3537	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
KIPHENGE_00805	CDS	1242	pepT_2	3.4.11.4		Peptidase T
KIPHENGE_00806	CDS	351				hypothetical protein
KIPHENGE_00807	CDS	492				hypothetical protein
KIPHENGE_00808	CDS	519	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
KIPHENGE_00809	CDS	585				hypothetical protein
KIPHENGE_00810	CDS	1683	rnj2	3.1.-.-		Ribonuclease J 2
KIPHENGE_00811	CDS	558				hypothetical protein
KIPHENGE_00812	CDS	1122				hypothetical protein
KIPHENGE_00813	CDS	1305	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
KIPHENGE_00814	CDS	1236	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
KIPHENGE_00815	CDS	1530	purH			Bifunctional purine biosynthesis protein PurH
KIPHENGE_00816	CDS	573	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
KIPHENGE_00817	CDS	219	purM_1	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
KIPHENGE_00818	CDS	789	purM_2	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
KIPHENGE_00819	CDS	1455	purF	2.4.2.14		Amidophosphoribosyltransferase
KIPHENGE_00820	CDS	708	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
KIPHENGE_00821	CDS	2628	purL_2	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
KIPHENGE_00822	CDS	1101	purL_3	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
KIPHENGE_00823	CDS	1047	purK_1	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
KIPHENGE_00824	CDS	480	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KIPHENGE_00825	CDS	2103	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
KIPHENGE_00826	CDS	270	rpsO			30S ribosomal protein S15
KIPHENGE_00827	CDS	1416				hypothetical protein
KIPHENGE_00828	CDS	1299	asnS	6.1.1.22		Asparagine--tRNA ligase
KIPHENGE_00829	CDS	480				hypothetical protein
KIPHENGE_00830	CDS	2487	dinG	3.1.-.-		3'-5' exonuclease DinG
KIPHENGE_00831	CDS	1251	cca	2.7.7.72		CCA-adding enzyme
KIPHENGE_00832	CDS	552				hypothetical protein
KIPHENGE_00833	CDS	1269				hypothetical protein
KIPHENGE_00834	CDS	744	gla		COG0580	Glycerol facilitator-aquaporin gla
KIPHENGE_00835	CDS	423				hypothetical protein
KIPHENGE_00836	CDS	534				hypothetical protein
KIPHENGE_00837	CDS	813				hypothetical protein
KIPHENGE_00838	CDS	498	ykuL		COG0517	CBS domain-containing protein YkuL
KIPHENGE_00839	CDS	555				hypothetical protein
KIPHENGE_00840	CDS	603		3.6.1.66		dITP/XTP pyrophosphatase
KIPHENGE_00841	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
KIPHENGE_00842	CDS	624	ntpD			V-type sodium ATPase subunit D
KIPHENGE_00843	CDS	1383	ntpB			V-type sodium ATPase subunit B
KIPHENGE_00844	CDS	1788	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
KIPHENGE_00845	CDS	321	ntpG			V-type sodium ATPase subunit G
KIPHENGE_00846	CDS	1014	ntpC			V-type sodium ATPase subunit C
KIPHENGE_00847	CDS	579	atpE_2			V-type proton ATPase subunit E
KIPHENGE_00848	CDS	480	ntpK			V-type sodium ATPase subunit K
KIPHENGE_00849	CDS	1983				hypothetical protein
KIPHENGE_00850	CDS	321				hypothetical protein
KIPHENGE_00851	CDS	348				hypothetical protein
KIPHENGE_00852	CDS	1380	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
KIPHENGE_00853	CDS	945	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
KIPHENGE_00854	CDS	1029	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
KIPHENGE_00855	CDS	873	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
KIPHENGE_00856	CDS	252				hypothetical protein
KIPHENGE_00857	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
KIPHENGE_00858	CDS	453				Flavodoxin
KIPHENGE_00859	CDS	2106	penA		COG0768	Penicillin-binding protein 2B
KIPHENGE_00860	CDS	258				hypothetical protein
KIPHENGE_00861	CDS	2511				hypothetical protein
KIPHENGE_00862	CDS	1047	recA		COG0468	Protein RecA
KIPHENGE_00863	CDS	1155	cinA			Putative competence-damage inducible protein
KIPHENGE_00864	CDS	702				hypothetical protein
KIPHENGE_00865	CDS	1434	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
KIPHENGE_00866	CDS	987	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
KIPHENGE_00867	CDS	1311	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
KIPHENGE_00868	CDS	1122	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
KIPHENGE_00869	CDS	849	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KIPHENGE_00870	CDS	2430				hypothetical protein
KIPHENGE_00871	CDS	1407	lacG	3.2.1.85		6-phospho-beta-galactosidase
KIPHENGE_00872	CDS	1701	lacE			PTS system lactose-specific EIICB component
KIPHENGE_00873	CDS	315	lacF_1		COG1447	PTS system lactose-specific EIIA component
KIPHENGE_00874	CDS	978	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
KIPHENGE_00875	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
KIPHENGE_00876	CDS	426	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
KIPHENGE_00877	CDS	756	lacR			Lactose phosphotransferase system repressor
KIPHENGE_00878	CDS	603	sodA1	1.15.1.1	COG0605	Superoxide dismutase [Mn] 1
KIPHENGE_00879	CDS	2520	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
KIPHENGE_00880	CDS	315				hypothetical protein
KIPHENGE_00881	CDS	120				hypothetical protein
KIPHENGE_00882	CDS	1128	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
KIPHENGE_00883	CDS	336				hypothetical protein
KIPHENGE_00884	CDS	1161	iscS_1	2.8.1.7		Cysteine desulfurase IscS
KIPHENGE_00885	CDS	1275			COG2256	putative AAA domain-containing protein
KIPHENGE_00886	CDS	1338	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
KIPHENGE_00887	CDS	2787	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
KIPHENGE_00888	CDS	687	gpsB_2			Cell cycle protein GpsB
KIPHENGE_00889	CDS	783				hypothetical protein
KIPHENGE_00890	CDS	255				hypothetical protein
KIPHENGE_00891	CDS	1284	ftsZ		COG0206	Cell division protein FtsZ
KIPHENGE_00892	CDS	1476	ftsA			Cell division protein FtsA
KIPHENGE_00893	CDS	1179	divIB			Cell division protein DivIB
KIPHENGE_00894	CDS	435	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
KIPHENGE_00895	CDS	681	murG_2	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
KIPHENGE_00896	CDS	1392	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
KIPHENGE_00897	CDS	951	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
KIPHENGE_00898	CDS	1491	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
KIPHENGE_00899	CDS	1395	pbpX		COG0768	Penicillin-binding protein 2X
KIPHENGE_00900	CDS	306				hypothetical protein
KIPHENGE_00901	CDS	462				hypothetical protein
KIPHENGE_00902	CDS	942	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
KIPHENGE_00903	CDS	465	mraZ			Transcriptional regulator MraZ
KIPHENGE_00904	CDS	378				hypothetical protein
KIPHENGE_00905	CDS	201				hypothetical protein
KIPHENGE_00906	CDS	1065	mbl		COG1077	Cell shape-determining protein Mbl
KIPHENGE_00907	CDS	1302	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
KIPHENGE_00908	CDS	234				hypothetical protein
KIPHENGE_00909	CDS	1182	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
KIPHENGE_00910	CDS	603	iscS_2	2.8.1.7		Cysteine desulfurase IscS
KIPHENGE_00911	CDS	300	iscS_3	2.8.1.7		Cysteine desulfurase IscS
KIPHENGE_00912	CDS	1719	ezrA		COG4477	Septation ring formation regulator EzrA
KIPHENGE_00913	CDS	1758				hypothetical protein
KIPHENGE_00914	CDS	588				hypothetical protein
KIPHENGE_00915	CDS	573				hypothetical protein
KIPHENGE_00916	CDS	1395				hypothetical protein
KIPHENGE_00917	CDS	492	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
KIPHENGE_00918	CDS	222	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
KIPHENGE_00919	CDS	576	csd	2.8.1.7		putative cysteine desulfurase
KIPHENGE_00920	CDS	492	sufS_2	4.4.1.16		Cysteine desulfurase
KIPHENGE_00921	CDS	1308				hypothetical protein
KIPHENGE_00922	CDS	771				putative ABC transporter ATP-binding protein
KIPHENGE_00923	CDS	564				hypothetical protein
KIPHENGE_00924	CDS	822	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
KIPHENGE_00925	CDS	1404	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
KIPHENGE_00926	CDS	525	nusB			Transcription antitermination protein NusB
KIPHENGE_00927	CDS	252				hypothetical protein
KIPHENGE_00928	CDS	102				hypothetical protein
KIPHENGE_00929	CDS	1068	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
KIPHENGE_00930	CDS	1719	rnjA	3.1.-.-	COG0595	Ribonuclease J1
KIPHENGE_00931	CDS	216				hypothetical protein
KIPHENGE_00932	CDS	453	smpB		COG0691	SsrA-binding protein
KIPHENGE_00933	CDS	2598	rnr	3.1.13.1	COG0557	Ribonuclease R
KIPHENGE_00934	CDS	747	est	3.1.1.1		Carboxylesterase
KIPHENGE_00935	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
KIPHENGE_00936	CDS	786				hypothetical protein
KIPHENGE_00937	CDS	1299	eno	4.2.1.11	COG0148	Enolase
KIPHENGE_00938	CDS	1530	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
KIPHENGE_00939	CDS	756	tpiA_1	5.3.1.1	COG0149	Triosephosphate isomerase
KIPHENGE_00940	CDS	1011	pgk	2.7.2.3		Phosphoglycerate kinase
KIPHENGE_00941	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
KIPHENGE_00942	CDS	1050	cggR		COG2390	Central glycolytic genes regulator
KIPHENGE_00943	CDS	471	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
KIPHENGE_00944	CDS	663				hypothetical protein
KIPHENGE_00945	CDS	966				hypothetical protein
KIPHENGE_00946	CDS	351				hypothetical protein
KIPHENGE_00947	CDS	195				hypothetical protein
KIPHENGE_00948	CDS	237				hypothetical protein
KIPHENGE_00949	CDS	246				hypothetical protein
KIPHENGE_00950	tRNA	90				tRNA-Ser(cga)
KIPHENGE_00951	CDS	465				hypothetical protein
KIPHENGE_00952	CDS	552				hypothetical protein
KIPHENGE_00953	CDS	1353	nox_2	1.6.99.3	COG0446	NADH oxidase
KIPHENGE_00954	CDS	1491		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
KIPHENGE_00955	CDS	1368				Putative trans-acting regulator
KIPHENGE_00956	CDS	2280	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
KIPHENGE_00957	CDS	1584	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
KIPHENGE_00958	CDS	249				hypothetical protein
KIPHENGE_00959	CDS	414	mvaS_1	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
KIPHENGE_00960	CDS	780	mvaS_2	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
KIPHENGE_00961	CDS	1278	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
KIPHENGE_00962	CDS	687			COG0325	Pyridoxal phosphate homeostasis protein
KIPHENGE_00963	CDS	465				hypothetical protein
KIPHENGE_00964	CDS	507				hypothetical protein
KIPHENGE_00965	CDS	840				hypothetical protein
KIPHENGE_00966	CDS	1806	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
KIPHENGE_00967	CDS	552				hypothetical protein
KIPHENGE_00968	CDS	1719			COG1132	putative ABC transporter ATP-binding protein
KIPHENGE_00969	CDS	291	mcjD			Microcin-J25 export ATP-binding/permease protein McjD
KIPHENGE_00970	CDS	1371			COG1132	putative ABC transporter ATP-binding protein
KIPHENGE_00971	CDS	1164	mutY	3.2.2.31		Adenine DNA glycosylase
KIPHENGE_00972	CDS	543	bioY		COG1268	Biotin transporter BioY
KIPHENGE_00973	CDS	1440				hypothetical protein
KIPHENGE_00974	CDS	1206			COG0628	Putative transport protein
KIPHENGE_00975	CDS	1026	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
KIPHENGE_00976	CDS	843	uppP	3.6.1.27		Undecaprenyl-diphosphatase
KIPHENGE_00977	CDS	507	crr			PTS system glucose-specific EIIA component
KIPHENGE_00978	CDS	1284	serS	6.1.1.11		Serine--tRNA ligase
KIPHENGE_00979	CDS	528	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
KIPHENGE_00980	CDS	279				hypothetical protein
KIPHENGE_00981	CDS	516				hypothetical protein
KIPHENGE_00982	CDS	585				hypothetical protein
KIPHENGE_00983	CDS	768				hypothetical protein
KIPHENGE_00984	CDS	645				hypothetical protein
KIPHENGE_00985	CDS	126				hypothetical protein
KIPHENGE_00986	CDS	495				hypothetical protein
KIPHENGE_00987	CDS	2202	nanA_1	3.2.1.18	COG4409	Sialidase A
KIPHENGE_00988	CDS	918	nanA_2	4.1.3.3		N-acetylneuraminate lyase
KIPHENGE_00989	CDS	444	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
KIPHENGE_00990	CDS	324				hypothetical protein
KIPHENGE_00991	CDS	687	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
KIPHENGE_00992	CDS	834	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
KIPHENGE_00993	CDS	882	lacF_2			Lactose transport system permease protein LacF
KIPHENGE_00994	CDS	1299				hypothetical protein
KIPHENGE_00995	CDS	834	murR			HTH-type transcriptional regulator MurR
KIPHENGE_00996	CDS	882	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
KIPHENGE_00997	CDS	741				hypothetical protein
KIPHENGE_00998	CDS	822				hypothetical protein
KIPHENGE_00999	CDS	639	upp	2.4.2.9		Uracil phosphoribosyltransferase
KIPHENGE_01000	CDS	1230	glyA	2.1.2.1		Serine hydroxymethyltransferase
KIPHENGE_01001	CDS	1023	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
KIPHENGE_01002	CDS	864	prmC	2.1.1.297		Release factor glutamine methyltransferase
KIPHENGE_01003	CDS	1080	prfA		COG0216	Peptide chain release factor 1
KIPHENGE_01004	CDS	576	tdk	2.7.1.21	COG1435	Thymidine kinase
KIPHENGE_01005	CDS	1032	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
KIPHENGE_01006	CDS	1086				hypothetical protein
KIPHENGE_01007	CDS	672	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
KIPHENGE_01008	CDS	1341	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
KIPHENGE_01009	CDS	2112	pbpF		COG0744	Penicillin-binding protein 1F
KIPHENGE_01010	CDS	2211	agaA_2	3.2.1.22		Alpha-galactosidase AgaA
KIPHENGE_01011	CDS	831	araC_1			Arabinose operon regulatory protein
KIPHENGE_01012	CDS	747				hypothetical protein
KIPHENGE_01013	CDS	1134	purK_2	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
KIPHENGE_01014	CDS	639				hypothetical protein
KIPHENGE_01015	CDS	519				hypothetical protein
KIPHENGE_01016	CDS	510				hypothetical protein
KIPHENGE_01017	CDS	1788				hypothetical protein
KIPHENGE_01018	CDS	441	rlmL_2	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
KIPHENGE_01019	CDS	738	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
KIPHENGE_01020	CDS	642	yedJ		COG1418	putative protein YedJ
KIPHENGE_01021	CDS	924				hypothetical protein
KIPHENGE_01022	CDS	165				hypothetical protein
KIPHENGE_01023	CDS	207				hypothetical protein
KIPHENGE_01024	CDS	300				hypothetical protein
KIPHENGE_01025	CDS	300				hypothetical protein
KIPHENGE_01026	CDS	645				hypothetical protein
KIPHENGE_01027	CDS	663				hypothetical protein
KIPHENGE_01028	CDS	2724				hypothetical protein
KIPHENGE_01029	CDS	390				hypothetical protein
KIPHENGE_01030	CDS	519				hypothetical protein
KIPHENGE_01031	CDS	1245				hypothetical protein
KIPHENGE_01032	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
KIPHENGE_01033	CDS	714	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
KIPHENGE_01034	CDS	567				hypothetical protein
KIPHENGE_01035	CDS	678				hypothetical protein
KIPHENGE_01036	CDS	729	yaaA		COG3022	Peroxide stress resistance protein YaaA
KIPHENGE_01037	CDS	870				hypothetical protein
KIPHENGE_01038	CDS	567	lemA_1		COG1704	Protein LemA
KIPHENGE_01039	CDS	564				hypothetical protein
KIPHENGE_01040	CDS	537				hypothetical protein
KIPHENGE_01041	CDS	171				hypothetical protein
KIPHENGE_01042	CDS	945	kdgT			2-keto-3-deoxygluconate permease
KIPHENGE_01043	CDS	750	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KIPHENGE_01044	CDS	738	gldA_1	1.1.1.6		Glycerol dehydrogenase
KIPHENGE_01045	CDS	399	gldA_2	1.1.1.6		Glycerol dehydrogenase
KIPHENGE_01046	CDS	1011	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
KIPHENGE_01047	CDS	2178	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
KIPHENGE_01048	CDS	366	nrdI		COG1780	Protein NrdI
KIPHENGE_01049	CDS	477	copY			Transcriptional repressor CopY
KIPHENGE_01050	CDS	822	strA	3.4.22.-	COG3764	Sortase A
KIPHENGE_01051	CDS	963	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
KIPHENGE_01052	CDS	399	sorF		COG2893	PTS system sorbose-specific EIIA component
KIPHENGE_01053	CDS	207				hypothetical protein
KIPHENGE_01054	CDS	939	dnaI		COG1484	Primosomal protein DnaI
KIPHENGE_01055	CDS	426				hypothetical protein
KIPHENGE_01056	CDS	237				hypothetical protein
KIPHENGE_01057	CDS	612				hypothetical protein
KIPHENGE_01058	CDS	477	nrdR		COG1327	Transcriptional repressor NrdR
KIPHENGE_01059	CDS	150	coaE_1	2.7.1.24		Dephospho-CoA kinase
KIPHENGE_01060	CDS	495	coaE_2	2.7.1.24		Dephospho-CoA kinase
KIPHENGE_01061	CDS	879	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
KIPHENGE_01062	CDS	2643	polA	2.7.7.7		DNA polymerase I
KIPHENGE_01063	CDS	1332	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
KIPHENGE_01064	CDS	849				hypothetical protein
KIPHENGE_01065	CDS	630				hypothetical protein
KIPHENGE_01066	CDS	1080	pepA	3.4.11.7	COG1363	Glutamyl aminopeptidase
KIPHENGE_01067	CDS	333				hypothetical protein
KIPHENGE_01068	CDS	1932	amyX	3.2.1.41	COG1523	Pullulanase
KIPHENGE_01069	CDS	357				hypothetical protein
KIPHENGE_01070	CDS	462				hypothetical protein
KIPHENGE_01071	CDS	633				hypothetical protein
KIPHENGE_01072	CDS	666				hypothetical protein
KIPHENGE_01073	CDS	1812	pigC_1	6.4.-.-		Prodigiosin synthesizing transferase PigC
KIPHENGE_01074	CDS	900				hypothetical protein
KIPHENGE_01075	CDS	864	PSD2	4.1.1.65		Phosphatidylserine decarboxylase proenzyme 2
KIPHENGE_01076	CDS	630				hypothetical protein
KIPHENGE_01077	CDS	2370	pigC_2	6.4.-.-		Prodigiosin synthesizing transferase PigC
KIPHENGE_01078	CDS	591				hypothetical protein
KIPHENGE_01079	CDS	390				hypothetical protein
KIPHENGE_01080	CDS	1074	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
KIPHENGE_01081	CDS	828	ydcV			Inner membrane ABC transporter permease protein YdcV
KIPHENGE_01082	CDS	819	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
KIPHENGE_01083	CDS	1092	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
KIPHENGE_01084	tRNA	73				tRNA-Lys(ctt)
KIPHENGE_01085	CDS	597	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KIPHENGE_01086	CDS	180	rpmF			50S ribosomal protein L32
KIPHENGE_01087	CDS	552				hypothetical protein
KIPHENGE_01088	CDS	1164	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
KIPHENGE_01089	CDS	741	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KIPHENGE_01090	CDS	366	rsfS		COG0799	Ribosomal silencing factor RsfS
KIPHENGE_01091	CDS	579				hypothetical protein
KIPHENGE_01092	CDS	654	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
KIPHENGE_01093	CDS	318			COG1534	RNA-binding protein
KIPHENGE_01094	CDS	1113	yqeH		COG1161	putative protein YqeH
KIPHENGE_01095	CDS	525				hypothetical protein
KIPHENGE_01096	CDS	228	ykuJ		COG4703	putative protein YkuJ
KIPHENGE_01097	CDS	870	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
KIPHENGE_01098	CDS	582		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
KIPHENGE_01099	CDS	681		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
KIPHENGE_01100	CDS	1674				hypothetical protein
KIPHENGE_01101	CDS	567	def	3.5.1.88	COG0242	Peptide deformylase
KIPHENGE_01102	CDS	1254	hflX			GTPase HflX
KIPHENGE_01103	CDS	972	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
KIPHENGE_01104	CDS	753				hypothetical protein
KIPHENGE_01105	CDS	1743	recN		COG0497	DNA repair protein RecN
KIPHENGE_01106	CDS	816	tlyA		COG1189	Hemolysin A
KIPHENGE_01107	CDS	894		2.5.1.10		Farnesyl diphosphate synthase
KIPHENGE_01108	CDS	234	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
KIPHENGE_01109	CDS	1380	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
KIPHENGE_01110	CDS	885	folD		COG0190	Bifunctional protein FolD protein
KIPHENGE_01111	CDS	1335			COG2239	Magnesium transporter MgtE
